order_datetime,origin_longitude,origin_latitude,m_order_eta,order_gk,order_status_key,is_driver_assigned_key,cancellations_time_in_seconds,offer_id
15:33:45,-0.955174,51.435582,658.0,3000632321024,4,1,60.0,300052371865.0
15:33:45,-0.955174,51.435582,658.0,3000632321024,4,1,60.0,300052371887.0
15:33:45,-0.955174,51.435582,658.0,3000632321024,4,1,60.0,300052371884.0
17:15:07,-1.007197,51.469229,,3000632347366,4,0,38.0,300052375624.0
17:15:07,-1.007197,51.469229,,3000632347366,4,0,38.0,300052375618.0
17:15:07,-1.007197,51.469229,,3000632347366,4,0,38.0,300052375606.0
17:15:07,-1.007197,51.469229,,3000632347366,4,0,38.0,300052375629.0
17:15:07,-1.007197,51.469229,,3000632347366,4,0,38.0,300052375612.0
19:56:11,-0.971275,51.468651,238.0,3000632421479,4,1,27.0,300052381923.0
19:56:11,-0.971275,51.468651,238.0,3000632421479,4,1,27.0,300052381928.0
19:56:11,-0.971275,51.468651,238.0,3000632421479,4,1,27.0,300052381927.0
19:56:11,-0.971275,51.468651,238.0,3000632421479,4,1,27.0,300052381918.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379360.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379349.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379333.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379345.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379354.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379339.0
18:29:41,-0.954902,51.441276,597.0,3000632396092,4,1,63.0,300052379355.0
17:16:02,-1.007246,51.469175,,3000632347406,4,0,55.0,300052375668.0
17:16:02,-1.007246,51.469175,,3000632347406,4,0,55.0,300052375653.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791405.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791416.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791329.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791205.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791393.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791207.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791418.0
08:41:40,-0.977197,51.431071,,3000622817121,4,0,206.0,300051791392.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785872.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785688.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785713.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785708.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785671.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785789.0
07:55:16,-0.993,51.446611,,3000622792151,9,0,,300051785673.0
08:19:58,-0.986307,51.446031,,3000622793930,9,0,,300051788697.0
08:19:58,-0.986307,51.446031,,3000622793930,9,0,,300051788530.0
08:19:58,-0.986307,51.446031,,3000622793930,9,0,,300051788548.0
08:19:58,-0.986307,51.446031,,3000622793930,9,0,,300051788353.0
08:19:58,-0.986307,51.446031,,3000622793930,9,0,,300051788510.0
09:20:34,-0.985077,51.44555,,3000622820039,4,0,20.0,300051795118.0
09:20:34,-0.985077,51.44555,,3000622820039,4,0,20.0,300051795096.0
09:20:34,-0.985077,51.44555,,3000622820039,4,0,20.0,300051795100.0
14:36:47,-0.959643,51.445283,,3000622966087,9,0,,
22:13:50,-0.956998,51.449458,,3000623143125,4,0,28.0,300051829314.0
22:13:50,-0.956998,51.449458,,3000623143125,4,0,28.0,300051829317.0
08:26:32,-1.047778,51.446982,,3000622815834,9,0,,300051789144.0
07:49:59,-0.992317,51.441893,960.0,3000622791841,4,1,114.0,300051785132.0
07:49:59,-0.992317,51.441893,960.0,3000622791841,4,1,114.0,300051785180.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810780.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810785.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810942.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810774.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810873.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810792.0
15:50:26,-0.966518,51.454786,,3000622991982,4,0,148.0,300051810779.0
08:39:46,-0.976824,51.432391,,3000622816996,4,0,84.0,300051791005.0
08:39:46,-0.976824,51.432391,,3000622816996,4,0,84.0,300051791072.0
08:39:46,-0.976824,51.432391,,3000622816996,4,0,84.0,300051791016.0
08:39:46,-0.976824,51.432391,,3000622816996,4,0,84.0,300051791123.0
08:39:46,-0.976824,51.432391,,3000622816996,4,0,84.0,300051791033.0
21:43:25,-0.964731,51.444658,,3000623141556,9,0,,300051828042.0
21:43:25,-0.964731,51.444658,,3000623141556,9,0,,300051827981.0
21:43:25,-0.964731,51.444658,,3000623141556,9,0,,300051827977.0
21:43:25,-0.964731,51.444658,,3000623141556,9,0,,300051827980.0
15:39:21,-0.957362,51.44263,,3000622991481,4,0,106.0,300051810194.0
15:39:21,-0.957362,51.44263,,3000622991481,4,0,106.0,300051810190.0
15:39:21,-0.957362,51.44263,,3000622991481,4,0,106.0,300051810196.0
15:39:21,-0.957362,51.44263,,3000622991481,4,0,106.0,300051810232.0
08:04:57,-0.958841,51.459744,,3000622792776,9,0,,300051786626.0
08:04:57,-0.958841,51.459744,,3000622792776,9,0,,300051786661.0
08:04:57,-0.958841,51.459744,,3000622792776,9,0,,300051786592.0
08:04:57,-0.958841,51.459744,,3000622792776,9,0,,300051786645.0
08:04:57,-0.958841,51.459744,,3000622792776,9,0,,300051786846.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817888.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817870.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051818110.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817899.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051818019.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817841.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817887.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817856.0
17:28:43,-0.960105,51.453792,,3000623041067,9,0,,300051817923.0
19:01:54,-0.970158,51.455166,,3000623067229,4,0,191.0,
02:28:10,-0.971735,51.45683,,3000622665403,4,0,39.0,
08:52:30,-0.97325,51.461318,,3000622818000,4,0,67.0,300051792415.0
08:52:30,-0.97325,51.461318,,3000622818000,4,0,67.0,300051792392.0
08:52:30,-0.97325,51.461318,,3000622818000,4,0,67.0,300051792504.0
08:52:30,-0.97325,51.461318,,3000622818000,4,0,67.0,300051792481.0
08:52:30,-0.97325,51.461318,,3000622818000,4,0,67.0,300051792463.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817301.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817311.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817264.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817283.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817292.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817302.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817280.0
17:20:37,-0.974382,51.43584,,3000623018669,4,0,71.0,300051817327.0
21:42:59,-0.960989,51.456377,,3000623141523,9,0,,300051827988.0
21:42:59,-0.960989,51.456377,,3000623141523,9,0,,300051828021.0
21:42:59,-0.960989,51.456377,,3000623141523,9,0,,300051827975.0
21:42:59,-0.960989,51.456377,,3000623141523,9,0,,300051827998.0
09:10:55,-0.972893,51.456873,,3000622819529,4,0,21.0,300051794366.0
09:10:55,-0.972893,51.456873,,3000622819529,4,0,21.0,300051794368.0
09:10:55,-0.972893,51.456873,,3000622819529,4,0,21.0,300051794350.0
09:19:54,-0.984726,51.445691,,3000622820005,4,0,9.0,300051795049.0
09:19:54,-0.984726,51.445691,,3000622820005,4,0,9.0,300051795051.0
09:19:54,-0.984726,51.445691,,3000622820005,4,0,9.0,300051795041.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790246.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790235.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790265.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790557.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790340.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790266.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790255.0
08:34:23,-0.994867,51.458658,,3000622816469,9,0,,300051790244.0
20:28:53,-0.975358,51.455172,,3000623115991,4,0,8.0,300051826091.0
08:42:48,-0.97685,51.432336,,3000622817231,4,0,179.0,300051791540.0
08:42:48,-0.97685,51.432336,,3000622817231,4,0,179.0,300051791568.0
08:42:48,-0.97685,51.432336,,3000622817231,4,0,179.0,300051791576.0
08:42:48,-0.97685,51.432336,,3000622817231,4,0,179.0,300051791423.0
08:42:48,-0.97685,51.432336,,3000622817231,4,0,179.0,300051791606.0
08:19:25,-0.944287,51.429973,,3000622793905,4,0,10.0,300051788316.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794371.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794382.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794372.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794256.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794092.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794388.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794081.0
09:08:33,-0.999031,51.447941,,3000622819360,4,0,232.0,300051794387.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818760.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818753.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818752.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818761.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818764.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818756.0
17:40:49,-0.9724,51.45602,,3000623041700,4,0,46.0,300051818744.0
23:43:48,-1.019963,51.444398,,3000623191483,4,0,27.0,300051834979.0
23:43:48,-1.019963,51.444398,,3000623191483,4,0,27.0,300051834983.0
23:43:48,-1.019963,51.444398,,3000623191483,4,0,27.0,300051834986.0
23:43:48,-1.019963,51.444398,,3000623191483,4,0,27.0,300051834984.0
23:43:48,-1.019963,51.444398,,3000623191483,4,0,27.0,300051834985.0
23:20:21,-0.946531,51.454771,,3000623168370,4,0,19.0,300051834010.0
